timestamp,Consumption in Mega Units,Max,Min,Wind,Rain,Humidity,Cloud,Pressure
1364754600,249.9,38.76926807083135,26.289048534209485,10.716824416168189,0.0,30.18568912168713,0.7589198339191422,1008.0940828862812
1364841000,246.1,34.89911723835306,25.841727558300217,14.547819944264928,0.0,39.88698026794528,2.016061848884439,1009.3174718083876
1364927400,250.8,34.27490565178144,24.570754061356595,11.934883519593503,0.0,44.612704693424426,0.8408006333122288,1010.3174718083876
1365013800,251.4,37.46454148102869,25.81183422743745,10.245483059773823,0.0,38.85223513361786,1.628143741409433,1009.0
1365100200,256.1,39.76926807083135,26.93581044458149,8.746717747030957,0.0,27.529122106099635,0.6296137980941403,1007.9642337187596
1365186600,260.5,39.85655108174694,27.06565961210321,11.106755712024617,0.0,28.25412950875432,0.1298491675217163,1006.3174718083876
1365273000,262.3,37.117176341778375,26.618338636193947,14.027423956348503,0.0,32.34944344411215,0.0,1006.876023782856
1365359400,252.2,36.10535804818147,25.824579446022348,11.568900211380608,0.0,38.812522144817294,4.829670257095159,1008.0
1365445800,261.7,35.89471434466009,26.507107637634803,11.344895764736057,0.5960526018807586,47.26664299609223,9.78339640053708,1008.0
1365532200,264.3,37.011275161900194,26.89023905812557,12.640432773861496,0.0928938176374267,37.02068919746325,1.1768906106623531,1008.0
1365618600,262.9,36.53406085512816,26.31894186507225,11.658507811127356,0.0,37.67040577392699,0.1298491675217163,1008.3174718083876
1365705000,264.8,38.43997796884688,26.971576725821937,9.775141021209018,0.0,36.90753923244771,0.729026503056373,1008.0
1365791400,267.5,39.21658904674061,27.225402110487696,12.375404620137102,0.0,33.18715917837184,0.9524154251626488,1008.5712971930534
1365877800,277.3,39.34643821426232,27.93581044458149,12.023564194352256,0.0,31.78356301530367,0.428702806946691,1008.5712971930534
1365964200,251.5,38.639962035006334,26.778081134578432,13.212656891902796,0.0,37.86242403212462,0.857405613893382,1007.3174718083876
1366050600,311.5,36.563570392699646,26.76533591599353,17.212186153047643,0.0,45.91532387292062,2.051828130124881,1006.353238089628
1366137000,332.6,35.97512508736847,25.93581044458149,16.19752196800635,0.0,50.35979168102434,2.5996480743898087,1005.353238089628
1366223400,351.4,35.97512508736847,26.05291439351831,15.593398607082014,0.0470414431406369,53.153558147557085,20.64944846341096,1005.7946861151596
1366309800,389.4,35.84527591984676,26.370386201905863,13.664460430707743,0.0658580203968916,52.237908321464445,14.91872017242288,1006.3174718083876
1366396200,260.7,35.73991787166529,26.893171895133825,15.206335031753438,1.6409121331190346,55.45295491867879,16.559225339125934,1006.2233889221062
